grid,positionOrder,laps_pct,driver_age,driver_championship_position,driver_championship_wins
0.125,0.13043478260869565,1.0,0.5766801284042662,0.0,0.42105263157894735
0.6666666666666666,0.782608695652174,0.0172413793103448,0.2222222222222221,0.3846153846153847,0.0
0.9166666666666666,0.21739130434782608,1.0,0.31925028476752615,0.19230769230769232,0.0
0.875,0.8695652173913043,0.8,0.4832763798281039,0.7307692307692308,0.0
0.5416666666666666,0.9565217391304348,0.7586206896551724,0.2876669773221495,0.5000000000000001,0.0
0.7083333333333333,0.782608695652174,0.6785714285714286,0.5584550067308687,0.46153846153846156,0.0
0.7916666666666666,0.6521739130434783,0.953846153846154,0.20948534741638192,0.6923076923076924,0.0
0.9166666666666666,0.6521739130434783,1.0,0.25421973697835765,0.6923076923076924,0.0
0.7916666666666666,0.6086956521739131,0.981132075471698,0.3433778606192397,0.576923076923077,0.0
0.625,0.6521739130434783,0.9642857142857144,0.18245832038935483,0.3076923076923077,0.0
0.5833333333333333,0.26086956521739135,1.0,0.49684166925546225,0.5000000000000001,0.0
0.25,0.30434782608695654,0.9848484848484848,0.2627109868489178,0.19230769230769232,0.0
0.75,0.5217391304347826,1.0,0.12301957129543317,0.576923076923077,0.0
0.20833333333333331,0.13043478260869565,1.0,0.15439577508543023,0.07692307692307693,0.0
0.29166666666666663,0.17391304347826086,1.0,0.5749197473335403,0.2692307692307693,0.0
0.041666666666666664,0.0,1.0,0.17458838148493316,0.15384615384615385,0.05263157894736842
0.5,0.5217391304347826,0.9859154929577464,0.22563943253598417,0.6538461538461539,0.0
0.08333333333333333,0.043478260869565216,1.0,0.5044009526768147,0.038461538461538464,0.05263157894736842
0.625,0.4782608695652174,0.9824561403508772,0.4625660142901522,0.3846153846153847,0.0
0.16666666666666666,0.21739130434782608,1.0,0.51931241586414,0.19230769230769232,0.0
0.29166666666666663,0.30434782608695654,1.0,0.3478305892098994,0.2307692307692308,0.0
0.41666666666666663,0.5652173913043479,0.1186440677966101,0.24717821269545404,0.42307692307692313,0.0
0.7083333333333333,0.8260869565217391,0.7647058823529411,0.1594698146422283,0.8076923076923078,0.0
0.5,0.4782608695652174,0.9848484848484848,0.37547892720306497,0.5384615384615385,0.0
0.625,0.3913043478260869,0.984126984126984,0.22812467640053835,0.6538461538461539,0.0
0.375,0.08695652173913043,1.0,0.3028890959925443,0.2692307692307693,0.0
0.20833333333333331,0.6521739130434783,0.9827586206896552,0.8603085844465153,0.34615384615384615,0.0
0.29166666666666663,0.17391304347826086,1.0,0.6863415139277209,0.34615384615384615,0.0
0.125,0.08695652173913043,1.0,0.421455938697318,0.11538461538461539,0.0
0.08333333333333333,0.0,1.0,0.3001967484726106,0.07692307692307693,0.05263157894736842
0.16666666666666666,0.17391304347826086,1.0,0.31231231231231227,0.0,0.05263157894736842
0.7083333333333333,0.5652173913043479,0.984126984126984,0.37402920161540854,0.5384615384615385,0.0
0.41666666666666663,0.8260869565217391,0.6078431372549019,0.46784715750232997,0.46153846153846156,0.0
0.125,0.0,1.0,0.5391943667805736,0.07692307692307693,0.05263157894736842
0.5,0.13043478260869565,1.0,0.21797659728694208,0.42307692307692313,0.0
0.16666666666666666,0.17391304347826086,1.0,0.26923475199337266,0.07692307692307693,0.0
0.7083333333333333,0.5217391304347826,0.9772727272727272,0.08967588277933092,0.6538461538461539,0.0
0.16666666666666666,0.6956521739130435,0.8490566037735849,0.5954230092161126,0.5000000000000001,0.0
0.41666666666666663,0.4347826086956522,0.9848484848484848,0.26353940147043586,0.6538461538461539,0.0
0.3333333333333333,0.4782608695652174,0.9827586206896552,0.5723309516412964,0.42307692307692313,0.0
0.375,0.4347826086956522,0.9859154929577464,0.6397431914673295,0.42307692307692313,0.0
0.4583333333333333,0.8695652173913043,0.0754716981132075,0.15905560733146928,0.6153846153846154,0.0
0.375,0.13043478260869565,1.0,0.38448793621207433,0.2307692307692308,0.0
0.5,0.13043478260869565,1.0,0.14642228435331883,0.2307692307692308,0.0
0.6666666666666666,0.6956521739130435,0.9857142857142858,0.423630527078803,0.46153846153846156,0.0
0.625,0.9130434782608696,0.2692307692307692,0.8233405819612716,0.6153846153846154,0.0
0.16666666666666666,0.21739130434782608,1.0,0.6274205239722481,0.0,0.21052631578947367
0.125,0.17391304347826086,1.0,0.4444444444444444,0.11538461538461539,0.0
0.25,0.08695652173913043,1.0,0.5501708605156881,0.038461538461538464,0.0
0.7916666666666666,0.8260869565217391,0.0422535211267605,0.4112043077560319,0.5000000000000001,0.0
0.16666666666666666,0.34782608695652173,1.0,0.19726623174899038,0.6538461538461539,0.0
0.20833333333333331,0.3913043478260869,1.0,0.567878223050637,0.2307692307692308,0.0
0.75,0.6956521739130435,0.943661971830986,0.2620896758827792,0.7692307692307693,0.0
0.08333333333333333,0.08695652173913043,1.0,0.28103966035000516,0.038461538461538464,0.15789473684210525
0.29166666666666663,0.6956521739130435,0.3793103448275862,0.3136584860722791,0.6153846153846154,0.0
0.125,0.8695652173913043,0.6065573770491803,0.3774464119291707,0.2692307692307693,0.0
0.5416666666666666,0.26086956521739135,1.0,0.3099306202754478,0.3076923076923077,0.0
0.08333333333333333,0.08695652173913043,1.0,0.4834834834834836,0.15384615384615385,0.0
0.08333333333333333,0.0,1.0,0.22077249663456544,0.15384615384615385,0.05263157894736842
0.5416666666666666,0.782608695652174,0.2075471698113207,0.1313037175106141,0.6153846153846154,0.0
